Tweet ID,Full Text,Mask Sentiment,Language
1288174488236912640,"@selah_heard since you’re racist and don’t wear a mask in public, I welcome you to selah, washington ❤️",Pro-Mask,English,
1288292851688841222,"Wear a mask,damn it

https://t.co/OQdi8NWGMh",Pro-Mask,English,
1280437943211970563,"Every time a ventilator dings, a coronavirus gets it’s wings...

#BetterMaskUpButtercup https://t.co/sV3DC1e1OE",Pro-Mask,English,
1295416802055528448,Me watching #CollegeFootball knowing I don’t truly deserve to because I didn’t wear a mask in early April and small island nations handled the pandemic better https://t.co/0HcWvrrnAk,Pro-Mask,English,seems to recognize they should've worn masks earlier
1287020719407353858,"@luvs2learn @brandonsidhuuu_ @jkevinballard @CNN Disagreeing on an issue that will save lives and has been proven and the whole world is using..Yes, it is just plain hate to not want to wear a mask because you believe it is a Democratic thing...hate for Democrats who really are not the only ones saying it????",Pro-Mask,English,
1255868587660673025,"@WomensHealthMag Shame on you! Any idea of what your writer Jennifer Nied might have done to the fast food industry struggling to stay afloat along with that employee manning the drive through who needs their job?! Wear a mask, get your food and go home and wash your hands before eating!",Pro-Mask,English,
1290749451183824907,All the “it’s just in your head” and “suck it up” folks are now fretting over having to wear a mask🤡🤡🤡🤡,Pro-Mask,English,
1234928932836737024,"texas we might have coronavirus now but dont let that stop u from voting ,, slap on a facemask and hit the polls!!!!!",Pro-Mask,English,
1269421923542368257,"Tomorrow's sermon topic is, ""When The Going Gets Tough, The Tough Gets Going!"".  Please join us at 11 am for worship with modifications. Masks are encouraged and social distancing mandatory. The Lord's Supper will be served in a safe manner. God bless &amp; we hope to see you there. https://t.co/svmKeSz0rF",Pro-Mask,English,
1272468744808198149,"@arcticninjapaul Paul, this isn't about YOU dying. This is about others dying.

People who read your tweets are going to think that masks are stupid, and then they're going to go out into the world and catch Covid19 and bring it home to their grandma and grandma is going to die.

Thanks, Paul.",Pro-Mask,English,
1223012506656038912,coronavirus now is a public health emergency @cinemababy go buy hand sanitizer and masks before they out of stock bish,Pro-Mask,English,
1275758820015271936,#BeWell #BeHappy  #Health #Healing https://t.co/p1B3bem6Zq  #Healing #Healthy #Vitamin  #immunitybooster   #BLMprotest #CHAZ #PhiloBot #COVID19 #Coronavirus #MLB #WritingCommunity #Libya  #Instagram #wednesdaymorning #TrumpRallyFail #KCON #TROLLZ #WWERaw #WearADamnMask #COVIDIOTS,Pro-Mask,English,
1283051493818597377,"@B3Englishman I dont fear the virus, i acknowledge its danger. I've watched people die from it, I have no desire to be the one to inflict that on others. My fear? Being responsible for the death of a loved one, simple fix wear a mask.",Pro-Mask,English,
1299644766729060352,"We know that covering news is important for the media.
 The media houses should firstly ensure that their Reporters wear a mask that properly covers their faces. Secondly, what about the "" 2 gaj ki duri""? Is that rule not for them? #COVIDー19 #MediaFreedom",Pro-Mask,Multiple,
1297519299167498244,"Medical providers' priority is the health and wellness of the communities we serve. University Health Care System is united with AU Health and Doctors Hospital in the belief that masking, social distancing and proper hand hygiene are key to bringing this pandemic under control. https://t.co/IiYwDCkOY8",Pro-Mask,English,
1256585565971103751,"Costco will require all customers over age 2 to wear face coverings while in the store, becoming the first national grocer to mandate the use of masks along with social distancing and capacity requirements. https://t.co/d66tma6jxv #costco",Pro-Mask,English,
1279530893246373890,"This article includes taking advantage of non-union actors, and a guy playing Jesus touching a baby, unmasked. Wow. https://t.co/xUR3cDzXMa",Pro-Mask,English,
1260718435291615236,"#COVID-19 cases would plummet if 80% of Americans wore face masks, study says  https://t.co/SU1ueehVbw",Pro-Mask,English,
1272632386388398081,"CW: The photo is gnarly as shit but seriously, stay the fuck home when you can and wear a damn mask when you cant. https://t.co/LHWoh1Cs2B",Pro-Mask,English,
1286432132118667264,Answer me this?With all the contacts and sponsors how is it that an athlete hasn’t come out with a “sick”designed mask that every kid on the planet would want after seeing them wear it.If it were me it would have been done months ago. @sportschop @ScottFerrall @sportsreiter,Pro-Mask,English,
1288158249116676097,"Ol girl must've finally deleted that comment. Humble wigs, wash your hands, brush your teeth and wear a mask. Check in on your peoples. Stop unreasonably killing us. Go through the 7.5 yr archive of #theread. It's free, like a break if one is needed/can be afforded.",Pro-Mask,English,
1282249191855661057,I’m on a train to Chester and I seem to be the only one wearing a face mask. Thought it was compulsory to wear one in the UK on public transport?🤔 #Covid19UK,Pro-Mask,English,
1276608105237839872,I get the importance of protests and the need for change. But... I can't help but think the recent spike in #COVID19 cases is being influenced by the number of protests where physical distancing is not happening and masks are not being worn. &lt;more&gt;,Pro-Mask,English,
1284208405499056131,"dad hasn’t been social distancing at all or wearing a mask. and now decides to go on vacation. 

hope he likes his monthly phone calls and 1 holiday per year from now on. no way am i trusting him near my partner under normal conditions when he acts like a fool during a pandemic.",Pro-Mask,English,
1290477723576487936,@SylvesterTurner People have this confused. It is not about your liberty; it is about your life. Please wear a mask; this is a monster virus.,Pro-Mask,English,
1287974290386817026,@atDavidHoffman @Walgreens @Walgreens This is why I can’t go into your stores. All I can do is shop online or go to Trader Joe’s ( They Are Top Trusted In General) When Everyone is NOT wearing a mask 😷 ANYONE can get COVID-19 😑,Pro-Mask,English,
1294777078961909760,"Take a note! Mask 
 Wear your mask for the hungry Corona virus, noted?!!
https://t.co/GvMpz58CNH
#anime #deathnote #manga #shinigami #ryuk #kira #corona
0816/605188",Pro-Mask,Multiple,
1289649307046629376,"Germany is mad because they have to wear a mask, and they’re comparing it to naziism lol https://t.co/TFpqUUv70f",Pro-Mask,English,
1240682232697835529,"I get Trump will Trump and continue saying he is doing things about the coronavirus while not actually doing them. Is there anything stopping Congress from legislating those things he refuses to do in a timely fashion? Fund hospitals, designate factories for mask production, etc?",Pro-Mask,English,
1279406438763372544,masks are genuinely cute ok https://t.co/S3rxmFNxIV,Pro-Mask,English,
1288902879944880129,"@PureGym considering the story in Guangzhou where the AC caused 9 people to be infected with #COVID19 in a restaurant, is it not reasonable to request mandatory mask wearing?

https://t.co/5uW6S2QO9f",Pro-Mask,English,
1278692991431999488,"@DeborahKurata I am required to wear masks, take a thermal temperature, use hand sanitizer, before I can even walk past the front Security desk. I wear the mask for all 8+ hours at work except while eating or drinking and socially distanced from other people. You get used to it.",Pro-Mask,English,
1235858634090762245,@misskaul Get a N95 or n99 mask.....🙈😂,Pro-Mask,English,
1292737417447968768,"Reasons to wear your FACE MASK during the covid-19 pandemic:

F-fights Covid-19
A-anti-pandemic
C-community safety
E-enhances protection

M-mutual benefit
A-anti-viral protection
S-solidarity with others
K-keeps everybody safer https://t.co/VvGFxWRJ3d",Pro-Mask,English,
1289806849391255553,@seagell_80 @graci_exo @fintyross @veggiehenson @hetismejuffrouw @DrNickCrombie Looks like you've missed the point genius. Wearing a mask protects OTHER people from potentially infected people. So unless you make it mandatory you get selfish twats like you refusing to wear one.,Pro-Mask,English,
1251985206548017161,"@axios Israel:  how to protest using social distancing &amp; protective equipment. In the US, protesters carry rifles &amp; do not social distance or wear protective gear. Guessing they’re too cheap.",Pro-Mask,English,
1253601779947880448,#HolyMask #Covid19 #SarsCov2 #CoronaVirus  #Mascherine #MascherINRI https://t.co/5V6pFQ5cSp,Pro-Mask,English+French,
1274568871501053953,Just pushed him into a van now also no social distancing or masks and gloves used. They can’t get the front door open either when they clearly need to take the door off in case there is a fire. Not really sure what I’ve just seen fighting the urge to tell him to not say a word!,Pro-Mask,English,
1255110655524458497,You selfish bitch I’ve stockpiled £2.5k of PPE equipment including 500 pairs of gloves and 100s of masks – I don’t care if the NHS run out https://t.co/NDTnfTCnYv,Pro-Mask,English,
1298678631548563457,I saw 12 patients die in two weeks. Don’t fucking tell me covid is fake. Fuck you. Seriously... and I’m not sorry for this tweet. Wear your masks or stay tf away from me. 💯,Pro-Mask,English,
1298029782031118343,@blackwomenviews for people without mask in a pandemic they look as happy as pigs in slop,Pro-Mask,English,seems to imply not wearing a mask is bad
1294617850141974528,Wear a mask,Pro-Mask,English,
1300388985437593601,"I can't wait until 5 yrs from now when they make a movie about Covid. You fucking know that when they introduce the conspiracy character that doesn't believe in the virus, he'll be rocking out to @TRAPTOFFICIAL as he pulls up in a truck with a #MAGA bumper sticker and no mask on.",Pro-Mask,English,
1296053073912180736,"Greenville City giving away 100,000 masks Wednesday to fight spread of COVID-19 https://t.co/jw04ZowUjz",Pro-Mask,English,
1227638200560181249,"I have to say that i don’t think a single measure in my (uk) biohazard training has been implemented (from what i have seen on sm) in china. Those that have them don a biohaz suit, mask ,gloves for personal use (protection, NO) and thats it. Cross-contam? Whats that. https://t.co/OLGxtKNg8k",Pro-Mask,English,
1297497874087854081,"WEAR A MASK BUT DON'T FORGET WHO YOU REALLY ARE BEHIND IT | BLOGABERRY FOO https://t.co/0Kpkbdx6V4 via @CindyAnnDSilva 
@Mummasauruss #LetsBlogwithPri
#Dishkireads",Pro-Mask,English,
1300218670132555776,Wear a mask. My god. It’s not hard. Just had to use a public bathroom and fuck everyone who wasn’t wearing one in there. You selfish jerks.,Pro-Mask,English,
1287497767779291136,I would not be surprised if a monument is dedicated in honor of the Masks https://t.co/avNNdEymQ4,Pro-Mask,English,
1288916855793553409,@thejtlewis @realDonaldTrump Forgive me for bringing this up. Cain went to the Tulsa rally. Didn't wear a mask. And now?,Pro-Mask,English,
1280035358877478912,"Science Says Wear Your Mask, COVID-19 Is Still in Season https://t.co/Ha0aRMWgrF",Pro-Mask,English,news
1281207237655048192,@njdotcom For all of you not understanding it’s for when social distancing isn’t possible. No ones asking you to wear it when your alone. I refuse to get sick becaue you imbeciles can’t follow one simple mandate. The fact that some of you are so apathetic to lives that could be lost is sad,Pro-Mask,English,
